COUNTRY_REGION,DECADE,VALUE_HFA_33,VALUE_HFA_36,VALUE_HFA_39,VALUE_HFA_43,VALUE_HFA_426
RUS,2010,11287.36,99.73,,,7.28
RUS,2010,11536.25,,,73.51,7.29
SEEHN,2010,9778.21,,20.5,75.27,7.81
SEEHN,2010,10959.99,97.9,21.7,75.82,7.69
SEEHN,2010,10451.09,,,75.95,7.86
SEEHN,2010,11609.91,,,76.4,7.69
SEEHN,2010,12084.15,,,76.42,7.33
SEEHN,2010,11006.57,,,76.41,7.36
SEEHN,2010,11723.22,,,76.67,7.48
SEEHN,2010,13177.55,,,76.8,7.83
SEEHN,2010,14482.24,,,76.96,8.27
SEEHN,2010,15064.09,,,77.11,8.21
SMALL,2010,42070,,,80.56,9.92
SMALL,2010,45357.47,,,80.59,9.51
SMALL,2010,42511.1,,,80.8,9.58
SMALL,2010,45049.03,,,81.27,9.11
SMALL,2010,47024.54,,,81.5,9.08
SMALL,2010,41545.75,,37.6,81.31,9.19
SMALL,2010,43791.63,,,81.83,9.33
SMALL,2010,46482.14,,,81.72,9.46
SMALL,2010,49893.31,,,,9.47
SMALL,2010,48451.91,,,82.08,9.5
SMR,2010,60254.78,,,,
SMR,2010,57297.51,,,,
SMR,2010,49988.46,,,,
SMR,2010,51570.98,,,,
SMR,2010,50817.33,,,,
SMR,2010,42662.9,,,,
SMR,2010,43828.23,,,,
SMR,2010,45399.03,,,,
SMR,2010,48996.59,99.92,15.76,,
SMR,2010,47727.13,,,,
SRB,2010,5735.42,,15.72,74.39,8.87
SRB,2010,6809.16,97.96,19.17,74.64,8.55
SRB,2010,6015.95,,,74.94,8.78
SRB,2010,6755.07,,18.22,75.31,7.94
SRB,2010,6600.06,,20.35,75.42,7.19
SRB,2010,5588.98,,21.74,75.37,7.2
SRB,2010,5765.2,98.84,22.58,75.79,7.31
SRB,2010,6292.54,,22.58,75.68,7.4
SRB,2010,7252.4,98.29,,75.99,7.62
SRB,2010,7417.2,99.48,23.25,76.06,7.45
SVK,2010,16841.77,,,75.66,10.16
SVK,2010,18430.13,,20.65,,10.27
SVK,2010,17429.83,,17.17,76.33,10.14
SVK,2010,18208.42,,17.88,76.7,9.9
SVK,2010,18655.79,,19.5,77.07,10.26
SVK,2010,16342.22,,20.63,,10.27
SVK,2010,16512.29,,21.52,77.42,9.91
SVK,2010,17538.05,,22.8,77.39,9.69
SVK,2010,19389.98,,24.14,77.46,10.05
SVK,2010,19303.55,,25.24,77.91,10.3
SVN,2010,23532.48,,21.24,79.96,10.33
SVN,2010,25128.02,,22.21,80.24,10.61
SVN,2010,22641.81,,,80.39,10.95
SVN,2010,23503.28,,,80.56,9.53
SVN,2010,24247.17,99.7,,81.34,10.92
SVN,2010,20890.17,,,80.98,11.49
SVN,2010,21678.36,,,81.33,10.51
SVN,2010,23514.03,,,81.29,10.12
SVN,2010,26116.86,,,81.47,9.99
SVN,2010,25942.95,,,81.83,11.05
SWE,2010,52869.04,,33.8,81.76,7.38
SWE,2010,60755.76,,34.56,81.99,7.31
SWE,2010,58037.82,,35.24,81.9,7.23
SWE,2010,61126.94,,35.92,82.11,7.32
SWE,2010,60020.36,,36.58,82.44,7.2
SWE,2010,51545.48,,37.22,82.23,7.13
SWE,2010,51965.16,,37.9,82.51,7.15
SWE,2010,53791.51,,38.56,82.58,7.04
SWE,2010,54589.06,,,82.71,7.2
SWE,2010,51939.43,,40,,7.1
TJK,2010,749.55,,,,0.68
TJK,2010,847.38,,,,0.71
TJK,2010,969.3,,,,0.77
TJK,2010,1048.23,,,,0.8
TJK,2010,1104.17,99.8,,,0.83
TJK,2010,978.4,,,,0.92
TJK,2010,807.1,,,,0.88
TJK,2010,848.67,,,74.49,0.89
TJK,2010,853.22,,,,0.86
TJK,2010,890.54,,,,0.85
TKM,2010,4439.2,,,71.24,2.9
TKM,2010,5649.96,,,70.95,2.88
TKM,2010,6675.18,,,71.2,3
TKM,2010,7304.29,,,70.68,3.18
TKM,2010,7962.24,99.7,,,3.24
TKM,2010,6432.69,,,,3.36
TKM,2010,6387.68,,,,3.32
TKM,2010,6587.09,,,,3.17
TKM,2010,6967.38,,,,2.95
TKM,2010,7612.04,,,,2.88
TUR,2010,10742.77,92.66,11.53,76.99,1.42
TUR,2010,11420.56,94.11,12.76,77.23,1.47
TUR,2010,11795.63,94.92,,79.88,1.47
TUR,2010,12614.78,95.26,,78.9,1.33
TUR,2010,12157.99,95.44,,78.55,1.39
TUR,2010,11006.28,95.6,,78.63,1.32
TUR,2010,10894.6,96.17,,78.3,1.22
TUR,2010,10589.67,96.15,,78.57,1.29
TUR,2010,9454.35,,,79,1.18
TUR,2010,9121.52,96.74,,79.21,1.18
UKR,2010,3078.43,,,70.32,7.77
UKR,2010,3704.82,,,71.12,8.74
